  6.0223444e-001  1.8092252e-001  4.2263459e-001  3.8022067e-002  2.5063196e-001  1.1435316e-002  2.8469413e-001  2.6152320e-001 -5.1686379e-002  1.2360902e+000  2.0731765e-001 -2.4075388e-002  1.6115367e+000  3.3275001e-002  1.4372377e-001  1.8703187e-001  4.9518282e-001  4.7481622e-001  2.2093766e-001  6.2096872e-001  6.5613537e-001  5.3065341e-002  1.8024899e-001  2.3570724e-001  2.2288107e+000  1.5085124e-001  4.9350115e-002  3.2441972e-001  1.9545047e-001  4.8483073e-001  1.8760977e+000  3.2989914e-001
  6.1558286e-001  1.9684959e-001  3.9566685e-001  4.5386269e-002  2.8442870e-001  2.7975826e-002  3.0689340e-001  2.5001555e-001 -1.2761417e-002  1.1909403e+000  1.9674567e-001  4.3239618e-002  1.4379638e+000  3.8676906e-002  1.8775610e-001  1.9230089e-001  4.5207071e-001  5.3923987e-001  2.0416081e-001  5.9043129e-001  6.4705266e-001  6.9098289e-002  1.9264162e-001  2.5636374e-001  2.0698923e+000  1.7906687e-001  6.1539802e-002  3.2944995e-001  1.8646012e-001  4.4964790e-001  1.6946723e+000  3.4323760e-001
  6.3081450e-001  2.1267639e-001  3.6928210e-001  5.2103196e-002  3.1844827e-001  4.5002213e-002  3.2749267e-001  2.4008539e-001  2.4531974e-002  1.1501379e+000  1.8715279e-001  1.0878137e-001  1.2694953e+000  4.3757684e-002  2.3427236e-001  2.0186028e-001  4.1156612e-001  6.0250096e-001  1.8887641e-001  5.5840036e-001  6.4150112e-001  8.5042076e-002  2.0602717e-001  2.7827064e-001  1.9224568e+000  2.0713039e-001  7.4427644e-002  3.3814504e-001  1.7983640e-001  4.1490626e-001  1.5173988e+000  3.5925788e-001
  6.4886203e-001  2.2804027e-001  3.4402394e-001  5.7903903e-002  3.5254474e-001  6.2470252e-002  3.4616503e-001  2.3221202e-001  5.9607184e-002  1.1152724e+000  1.7907140e-001  1.7136385e-001  1.1098780e+000  4.8473620e-002  2.8275302e-001  2.1626066e-001  3.7486210e-001  6.6308184e-001  1.7548278e-001  5.2567509e-001  6.3995540e-001  1.0068192e-001  2.2038840e-001  3.0122727e-001  1.7899393e+000  2.3434571e-001  8.7909459e-002  3.5075300e-001  1.7614240e-001  3.8137955e-001  1.3487371e+000  3.7802483e-001
  6.6971826e-001  2.4268630e-001  3.1998858e-001  6.2596635e-002  3.8654250e-001  8.0361491e-002  3.6291698e-001  2.2658098e-001  9.2021211e-002  1.0859985e+000  1.7246730e-001  2.2990222e-001  9.6251791e-001  5.2788800e-002  3.3297073e-001  2.3596090e-001  3.4300303e-001  7.2034923e-001  1.6444063e-001  4.9329502e-001  6.4264544e-001  1.1586930e-001  2.3560668e-001  3.2498453e-001  1.6749491e+000  2.6006381e-001  1.0208270e-001  3.6741409e-001  1.7583736e-001  3.4963215e-001  1.1924128e+000  3.9948240e-001
  6.9378790e-001  2.5602864e-001  2.9747839e-001  6.6273321e-002  4.2022577e-001  9.8536360e-002  3.7843326e-001  2.2323550e-001  1.2180206e-001  1.0630069e+000  1.6775029e-001  2.8356185e-001  8.2997356e-001  5.6695401e-002  3.8486672e-001  2.6125952e-001  3.1663720e-001  7.7458212e-001  1.5620153e-001  4.6246119e-001  6.4957206e-001  1.3050210e-001  2.5153264e-001  3.4914974e-001  1.5793683e+000  2.8364929e-001  1.1703291e-001  3.8812699e-001  1.7922985e-001  3.2013107e-001  1.0514314e+000  4.2344524e-001
  7.2085543e-001  2.6789433e-001  2.7641612e-001  6.8907743e-002  4.5352007e-001  1.1693604e-001  3.9335741e-001  2.2245394e-001  1.4846644e-001  1.0454456e+000  1.6474304e-001  3.3185460e-001  7.1372330e-001  6.0286684e-002  4.3832866e-001  2.9223467e-001  2.9595428e-001  8.2670149e-001  1.5115504e-001  4.3439000e-001  6.6015058e-001  1.4460098e-001  2.6795241e-001  3.7343225e-001  1.5015618e+000  3.0447585e-001  1.3280405e-001  4.1264972e-001  1.8652635e-001  2.9331595e-001  9.2808213e-001  4.4919246e-001
  7.5072841e-001  2.7778689e-001  2.5710618e-001  7.0668468e-002  4.8612541e-001  1.3548770e-001  4.0850815e-001  2.2390179e-001  1.7230558e-001  1.0329368e+000  1.6373282e-001  3.7476411e-001  6.1435555e-001  6.3689972e-002  4.9298542e-001  3.2873145e-001  2.8073148e-001  8.7720004e-001  1.4975870e-001  4.0981743e-001  6.7418879e-001  1.5813827e-001  2.8472558e-001  3.9764936e-001  1.4405988e+000  3.2237194e-001  1.4945492e-001  4.4050889e-001  1.9792364e-001  2.6953492e-001  8.2372757e-001  4.7610256e-001
  7.8284791e-001  2.8599753e-001  2.3983726e-001  7.1778784e-002  5.1796072e-001  1.5408996e-001  4.2441479e-001  2.2789141e-001  1.9322758e-001  1.0243241e+000  1.6450423e-001  4.1275667e-001  5.3169383e-001  6.7035586e-002  5.4833714e-001  3.7039797e-001  2.7044164e-001  9.2613040e-001  1.5210983e-001  3.8938990e-001  6.9188660e-001  1.7102378e-001  3.0186165e-001  4.2158472e-001  1.3956445e+000  3.3763480e-001  1.6699055e-001  4.7104142e-001  2.1363799e-001  2.4920590e-001  7.3883075e-001  5.0359643e-001
  8.1639419e-001  2.9267890e-001  2.2520186e-001  7.2393975e-002  5.4858628e-001  1.7267118e-001  4.4161351e-001  2.3416533e-001  2.1132624e-001  1.0184910e+000  1.6717721e-001  4.4654342e-001  4.6505423e-001  7.0426450e-002  6.0400519e-001  4.1666870e-001  2.6441627e-001  9.7306156e-001  1.5837204e-001  3.7361689e-001  7.1355032e-001  1.8307287e-001  3.1966908e-001  4.4497120e-001  1.3647141e+000  3.5056118e-001  1.8532119e-001  5.0322998e-001  2.3389022e-001  2.3264721e-001  6.7384917e-001  5.3113696e-001
